Student ID,Name,Degree,Batch,Gmail Account
S00072,Margaret Butler,B.Tech,2022,taylorchristopher@gmail.com
S00073,Steven Pearson,B.Tech,2022,msalazar@gmail.com
S00074,Brandi Gilbert,B.Tech,2022,gonzalezlouis@gmail.com
S00075,Toni Wright,B.Tech,2022,angelamoran@gmail.com
S00076,Brenda Alexander,B.Tech,2022,mooresandra@gmail.com
S00077,Jennifer Petty,B.Tech,2022,simstravis@gmail.com
S00078,Jamie Hall,B.Tech,2022,rhodeshunter@gmail.com
S00079,Jorge Frost,B.Tech,2022,avelasquez@gmail.com
S00080,Steven Sexton,B.Tech,2022,krasmussen@gmail.com
S00081,Kevin Armstrong,B.Tech,2022,wjimenez@gmail.com
S00082,Tyler Vargas,B.Tech,2022,duartelaura@gmail.com
S00083,Jean Brewer,B.Tech,2022,gcole@gmail.com
S00084,Taylor Arnold,B.Tech,2022,stephenferguson@gmail.com
S00085,Anthony Murphy,B.Tech,2022,fsmith@gmail.com
S00086,Johnathan Sanchez,B.Tech,2022,veronica94@gmail.com
S00087,Lisa Price,B.Tech,2022,stephen19@gmail.com
S00088,Danny Lewis,B.Tech,2022,cisnerossteven@gmail.com
S00089,Matthew Jackson,B.Tech,2022,emilylester@gmail.com
S00090,John Benson,B.Tech,2022,michaelwest@gmail.com
S00091,Mr. Craig Arellano,B.Tech,2022,uboyer@gmail.com
S00092,Gregory Meza,B.Tech,2022,julie33@gmail.com
S00093,Meghan Watson,B.Tech,2022,dwayne87@gmail.com
S00094,Kayla Hayes,B.Tech,2022,donnakrause@gmail.com
S00095,Amy Garcia,B.Tech,2022,mmckinney@gmail.com
S00096,Brady Sutton,B.Tech,2022,john92@gmail.com
S00097,Mr. Aaron Lawson IV,B.Tech,2022,sanchezdenise@gmail.com
S00098,Marcus Day,B.Tech,2022,lisa23@gmail.com
S00099,Maureen Johnson,B.Tech,2022,jacobcisneros@gmail.com
S00100,Jordan Wilson,B.Tech,2022,drew02@gmail.com
S00101,Linda Chavez,B.Tech,2022,jasmine06@gmail.com
S00102,Jennifer Griffin,B.Tech,2022,maria12@gmail.com
S00103,Sharon Gallagher,B.Tech,2022,beth80@gmail.com
S00104,Rachel Galvan,B.Tech,2022,kristiperez@gmail.com
S00105,Michael Martin,B.Tech,2022,tonya74@gmail.com
S00106,Scott Martin,B.Tech,2022,michaelhayes@gmail.com
S00107,Brenda Perry,B.Tech,2022,andrew12@gmail.com
S00108,Lisa Morales,B.Tech,2022,greenjessica@gmail.com
S00109,Jane Daugherty,B.Tech,2022,johntucker@gmail.com
S00110,Michael Kemp,B.Tech,2022,tcook@gmail.com
S00111,Jason Howell,B.Tech,2022,wilsondawn@gmail.com
S00112,Edward Murray,B.Tech,2022,glenmorris@gmail.com
S00113,Mark Jarvis,B.Tech,2022,andrewgrant@gmail.com
S00114,Tanya Hardy,B.Tech,2022,rcraig@gmail.com
S00115,Alyssa Murphy,B.Tech,2022,asalas@gmail.com
S00116,Tammy Edwards,B.Tech,2022,davidmcdonald@gmail.com
S00117,Kristin Moore,B.Tech,2022,fwarren@gmail.com
S00118,James Beck,B.Tech,2022,garciajohn@gmail.com
S00119,Michelle Smith,B.Tech,2022,saustin@gmail.com
S00120,Cathy Barrera,B.Tech,2022,bpatterson@gmail.com
S00121,Debra Turner,B.Tech,2022,nicholas53@gmail.com
S00122,Adam Edwards DDS,B.Tech,2022,denisesingh@gmail.com
S00123,Alex Bailey,B.Tech,2022,tjames@gmail.com
S00124,Angela Castro,B.Tech,2022,charleskoch@gmail.com
S00125,Ashlee Hunter,B.Tech,2022,thomas82@gmail.com
S00126,Randall Saunders,B.Tech,2022,megan77@gmail.com
S00127,Diana Young,B.Tech,2022,michaelgallegos@gmail.com
S00128,Kelly Burton,B.Tech,2022,joe79@gmail.com
S00129,Kimberly Cox,B.Tech,2022,suzannecannon@gmail.com
S00130,Amy Coleman,B.Tech,2022,richardnoble@gmail.com
S00131,Cheryl Gross,B.Tech,2022,jennifer84@gmail.com
S00132,Tiffany Brown,B.Tech,2022,daniel58@gmail.com
S00133,William Richards,B.Tech,2022,nguyenvictor@gmail.com
S00134,David Cook,B.Tech,2022,brandonfoster@gmail.com
S00135,William Cuevas,B.Tech,2022,bromero@gmail.com
S00136,Linda Crosby,B.Tech,2022,keithfernandez@gmail.com
S00137,Elizabeth Taylor,B.Tech,2022,derekcabrera@gmail.com
S00138,Isaac Young MD,B.Tech,2022,donnadavis@gmail.com
S00139,Kristen Lloyd,B.Tech,2022,dwatkins@gmail.com
S00140,Annette Flores,B.Tech,2022,atkinsonjames@gmail.com
S00141,Heather Hughes,B.Tech,2022,mariahancock@gmail.com
S00142,Tammy Mckinney,B.Tech,2022,wilsonkimberly@gmail.com
S00143,Regina Knight,B.Tech,2022,martinezamanda@gmail.com
S00144,Gary Snow,B.Tech,2022,robinsonrebecca@gmail.com
S00145,Amanda Armstrong,B.Tech,2022,barbara44@gmail.com
S00146,Lauren Cook,B.Tech,2022,anahernandez@gmail.com
S00147,Timothy Kane,B.Tech,2022,morgancarr@gmail.com
S00148,Kevin Mcintyre,B.Tech,2022,theresa55@gmail.com
S00149,Melanie Chapman,B.Tech,2022,jessica56@gmail.com
S00150,Laura Cruz,B.Tech,2022,andersonjames@gmail.com
S00151,Lawrence Campos,B.Tech,2022,medinamichelle@gmail.com
S00152,Lisa Taylor,B.Tech,2022,amyalvarez@gmail.com
S00153,Cory Moore,B.Tech,2022,deborahwilliams@gmail.com
S00154,George Pacheco,B.Tech,2022,kylebrown@gmail.com
S00155,Thomas Craig,B.Tech,2022,nicholas22@gmail.com
S00156,Danielle Paul,B.Tech,2022,tiffanysmith@gmail.com
S00157,Ronald Williamson,B.Tech,2022,msummers@gmail.com
S00158,Lisa Barker,B.Tech,2022,heather66@gmail.com
S00159,Kristin Garcia,B.Tech,2022,evelynpatterson@gmail.com
S00160,Nicole Gutierrez,B.Tech,2022,frosttony@gmail.com
S00161,Samuel Simpson,B.Tech,2022,kristadecker@gmail.com
S00162,Ronald Hall,B.Tech,2022,michael35@gmail.com
S00163,Alexander Garcia,B.Tech,2022,mariajackson@gmail.com
S00164,Amy Gordon MD,B.Tech,2022,lewiskevin@gmail.com
S00165,Craig Nguyen,B.Tech,2022,lhenderson@gmail.com
S00166,Madeline Rivera,B.Tech,2022,harmongregory@gmail.com
S00167,Brenda Horn,B.Tech,2022,ismith@gmail.com
S00168,Joshua Bullock,B.Tech,2022,charleswatkins@gmail.com
S00169,Evelyn Wang,B.Tech,2022,nsimon@gmail.com
S00170,Jessica Jarvis,B.Tech,2022,meyermark@gmail.com
S00171,Brandy Mcconnell,B.Tech,2022,johnsonspencer@gmail.com
S00172,Sonya Wyatt,B.Tech,2022,jamesduran@gmail.com
S00173,Nathan Holloway,B.Tech,2022,lisapoole@gmail.com
S00174,Jessica Moon,B.Tech,2022,ysmith@gmail.com
S00175,Anthony Larson,B.Tech,2022,munozmichele@gmail.com
S00176,Robert Johnson,B.Tech,2022,katherineramos@gmail.com
S00177,Connie Mcgrath,B.Tech,2022,kennethsmith@gmail.com
S00178,Jennifer Juarez,B.Tech,2022,morriskyle@gmail.com
S00179,Jeffrey Powell,B.Tech,2022,fbradley@gmail.com
S00180,Erin Davis,B.Tech,2022,morgantiffany@gmail.com
S00181,Lauren Hart,B.Tech,2022,fred97@gmail.com
S00182,Alice Bray,B.Tech,2022,townsendjordan@gmail.com
S00183,Angela Johnson,B.Tech,2022,umoran@gmail.com
S00184,Stephen Herrera,B.Tech,2022,benjaminanderson@gmail.com
S00185,Samantha Bullock,B.Tech,2022,martinezpaula@gmail.com
S00186,Mary Little,B.Tech,2022,daniel54@gmail.com
S00187,Aaron Martinez,B.Tech,2022,emilymcdonald@gmail.com
S00188,Christine Hansen,B.Tech,2022,jacksonsamantha@gmail.com
S00189,Derrick Holmes,B.Tech,2022,kevin15@gmail.com
S00190,Craig Brown,B.Tech,2022,lbanks@gmail.com
S00191,Steven Edwards,B.Tech,2022,stephen90@gmail.com
S00192,Michael Sanchez,B.Tech,2022,heatherday@gmail.com
S00193,Jeffrey Williams,B.Tech,2022,shawnlong@gmail.com
S00194,Zachary Flores,B.Tech,2022,gregory89@gmail.com
S00195,Dakota Carlson,B.Tech,2022,mollyhurley@gmail.com
S00196,Miss Kathleen Thompson,B.Tech,2022,lewissteven@gmail.com
S00197,Lisa Yang,B.Tech,2022,jenniferobrien@gmail.com
S00198,Julie Copeland,B.Tech,2022,uholmes@gmail.com
S00199,Rebecca Reed,B.Tech,2022,johnnolan@gmail.com
S00200,Juan Payne,B.Tech,2022,vwhitaker@gmail.com
S00201,Wayne Smith,B.Tech,2022,kimberlysnyder@gmail.com
S00202,Angela Lynn,B.Tech,2022,nelsonlarry@gmail.com
S00203,Sabrina Espinoza,B.Tech,2022,mark02@gmail.com
S00204,Richard Mcconnell,B.Tech,2022,christopherortega@gmail.com
S00205,Javier Benitez,B.Tech,2022,creed@gmail.com
S00206,George Phillips,B.Tech,2022,teresa73@gmail.com
S00207,Scott Young,B.Tech,2022,jeremy66@gmail.com
S00208,Daniel Edwards,B.Tech,2022,christopherwallace@gmail.com
S00209,Dennis Mitchell,B.Tech,2022,jasonwinters@gmail.com
S00210,Heather Anderson,B.Tech,2022,seanmartinez@gmail.com
S00211,Jeffrey Williams,B.Tech,2022,jschultz@gmail.com
S00212,Sarah Bartlett,B.Tech,2022,cknox@gmail.com
S00213,John Benson,B.Tech,2022,destiny37@gmail.com
S00214,Eric Morris,B.Tech,2022,fischertony@gmail.com
S00215,Deanna Mcguire,B.Tech,2022,cookgary@gmail.com
S00216,Sherry Herrera,B.Tech,2022,lopezadam@gmail.com
S00217,Robert Foster,B.Tech,2022,matthew05@gmail.com
S00218,Rebecca Hebert,B.Tech,2022,elizabeth37@gmail.com
S00219,Matthew Jones MD,B.Tech,2022,andrea19@gmail.com
S00220,Samantha Mahoney,B.Tech,2022,rnorris@gmail.com
S00221,Steven Kelly,B.Tech,2022,nmiller@gmail.com
S00222,Michael Mcclure,B.Tech,2022,brandy02@gmail.com
S00223,Richard Estrada,B.Tech,2022,mcguireolivia@gmail.com
S00224,Roy Reese,B.Tech,2022,perezchelsea@gmail.com
S00225,David Medina,B.Tech,2022,david35@gmail.com
S00226,Anne Gonzalez,B.Tech,2022,kdiaz@gmail.com
S00227,Nicole Campbell,B.Tech,2022,stephen78@gmail.com
S00228,Cathy Phillips,B.Tech,2022,robinchavez@gmail.com
S00229,David Griffin,B.Tech,2022,ocraig@gmail.com
S00230,Jonathan Ayala,B.Tech,2022,avilarachel@gmail.com
S00231,Sarah Santos,B.Tech,2022,karenjackson@gmail.com
S00232,Heather Kelly,B.Tech,2022,ashley75@gmail.com
S00233,Teresa Mcgee,B.Tech,2022,linda85@gmail.com
S00234,Travis French,B.Tech,2022,joseph36@gmail.com
S00235,Oscar Sutton,B.Tech,2022,idiaz@gmail.com
S00236,Ryan Washington,B.Tech,2022,johnsonkayla@gmail.com
S00237,Donald Knox,B.Tech,2022,debrasanders@gmail.com
S00238,Ricky Jackson,B.Tech,2022,seth05@gmail.com
S00239,Ryan Miller,B.Tech,2022,daniellesullivan@gmail.com
S00240,Margaret Lewis,B.Tech,2022,johnsondebbie@gmail.com
S00241,Charles Burgess,B.Tech,2022,marshwayne@gmail.com
S00242,Jill Prince,B.Tech,2022,nicole08@gmail.com
S00243,Caroline Freeman,B.Tech,2022,valerie32@gmail.com
S00244,Benjamin Smith,B.Tech,2022,ayalaellen@gmail.com
S00245,Mrs. Alexandra Pena,B.Tech,2022,robertsawyer@gmail.com
S00246,Charles Payne,B.Tech,2022,jennifer39@gmail.com
S00247,Amanda Harrison,B.Tech,2022,jeremyfox@gmail.com
S00248,George Wallace,B.Tech,2022,emyers@gmail.com
S00249,Dennis Joseph,B.Tech,2022,daniel10@gmail.com
S00250,Timothy Cortez,B.Tech,2022,shannon88@gmail.com
S00251,Richard Grant,B.Tech,2022,mariareyes@gmail.com
S00252,Christine White,B.Tech,2022,lunaelizabeth@gmail.com
S00253,Chad Rodriguez,B.Tech,2022,jamieramirez@gmail.com
S00254,Lisa Frank,B.Tech,2022,klinestephen@gmail.com
S00255,Brian Anderson,B.Tech,2022,pamela49@gmail.com
S00256,Michael Williams,B.Tech,2022,gibsonchristine@gmail.com
S00257,Adam Mendoza,B.Tech,2022,masonjoseph@gmail.com
S00258,Holly Gallegos,B.Tech,2022,frank17@gmail.com
S00259,Sarah Carter,B.Tech,2022,lewispatrick@gmail.com
S00260,Karina Lopez,B.Tech,2022,iguzman@gmail.com
S00261,Daniel Palmer,B.Tech,2022,hoffmanjason@gmail.com
S00262,Kim Martin,B.Tech,2022,buchananthomas@gmail.com
S00263,Thomas Navarro,B.Tech,2022,braunmary@gmail.com
S00264,Micheal Perez,B.Tech,2022,maxwelljones@gmail.com
S00265,Samantha Lambert,B.Tech,2022,cathy36@gmail.com
S00266,Tina Parker,B.Tech,2022,umcguire@gmail.com
S00267,Kara Kennedy,B.Tech,2022,xfranklin@gmail.com
S00268,Barbara Poole,B.Tech,2022,elizabeth27@gmail.com
S00269,Kathleen Jefferson,B.Tech,2022,jared03@gmail.com
S00270,Joshua Porter,B.Tech,2022,bryantjames@gmail.com
S00271,Charles Ross,B.Tech,2022,erica97@gmail.com
S00272,Audrey Davila,B.Tech,2022,gonzalezdonna@gmail.com
S00273,Ashley Blair,B.Tech,2022,lcastro@gmail.com
S00274,Michele Odom,B.Tech,2022,lcastro@gmail.com
S00275,William Williams,B.Tech,2022,hallchristopher@gmail.com
S00276,Mariah Moore,B.Tech,2022,ricesusan@gmail.com
S00277,Andrew Cooper,B.Tech,2022,andrewwalker@gmail.com
S00278,Cynthia Rich,B.Tech,2022,alyssa09@gmail.com
S00279,Kyle Wilson,B.Tech,2022,brenda37@gmail.com
S00280,John Torres,B.Tech,2022,nperez@gmail.com
S00281,Lauren Tyler,B.Tech,2022,tlowery@gmail.com
S00282,James Larson,B.Tech,2022,edwardscourtney@gmail.com
S00283,John Sanchez,B.Tech,2022,kimberly12@gmail.com
S00284,David Clay,B.Tech,2022,thomasmichael@gmail.com
S00285,Michael Key,B.Tech,2022,daniel48@gmail.com
S00286,Emily Mercado,B.Tech,2022,sjones@gmail.com
S00287,David Johnson,B.Tech,2022,nicole84@gmail.com
S00288,Jack Doyle,B.Tech,2022,tiffany27@gmail.com
S00289,Michelle Martinez,B.Tech,2022,carrcassandra@gmail.com
S00290,Susan Smith,B.Tech,2022,mcdonaldchristina@gmail.com
S00291,Ralph Lloyd,B.Tech,2022,adamrobertson@gmail.com
S00292,Chris Robbins,B.Tech,2022,dking@gmail.com
S00293,Anne Hood,B.Tech,2022,pherrera@gmail.com
S00294,Daniel Anderson,B.Tech,2022,ericcortez@gmail.com
S00295,Stephen Williams,B.Tech,2022,burchbrittany@gmail.com
S00296,Danielle Watson,B.Tech,2022,nicole56@gmail.com
S00297,Mr. Joseph Robinson,B.Tech,2022,mallen@gmail.com
S00298,Vincent Smith,B.Tech,2022,reidcheryl@gmail.com
S00299,Martin Hall,B.Tech,2022,vlawrence@gmail.com
S00300,Kevin Reed,B.Tech,2022,melissajames@gmail.com
S00301,Scott Smith,B.Tech,2022,wpratt@gmail.com
S00302,Sara Martinez,B.Tech,2022,evazquez@gmail.com
S00303,Brian Knight,B.Tech,2022,michaelrichardson@gmail.com
S00304,Andrea Heath,B.Tech,2022,catherine77@gmail.com
S00305,John Russell MD,B.Tech,2022,andrewbyrd@gmail.com
S00306,Jon Calhoun,B.Tech,2022,joann21@gmail.com
S00307,David Lee,B.Tech,2022,jbrooks@gmail.com
S00308,Shannon Page,B.Tech,2022,thomas19@gmail.com
S00309,Martin Bauer,B.Tech,2022,allenarthur@gmail.com
S00310,Shannon Weber,B.Tech,2022,qfrederick@gmail.com
S00311,Kelly Fischer,B.Tech,2022,anthony61@gmail.com
S00312,Jay Peck,B.Tech,2022,danielle79@gmail.com
S00313,James Fields,B.Tech,2022,trevorbarnes@gmail.com
S00314,Nancy Flynn,B.Tech,2022,laura41@gmail.com
S00315,Eric Wise,B.Tech,2022,bobbyjohnson@gmail.com
S00316,Richard Wright,B.Tech,2022,ubautista@gmail.com
S00317,Samantha Leon,B.Tech,2022,hchandler@gmail.com
S00318,Sheila Clarke,B.Tech,2022,heidi19@gmail.com
S00319,Ashley Sullivan,B.Tech,2022,tammy60@gmail.com
S00320,Angela Logan,B.Tech,2022,dkelley@gmail.com
S00321,Jeffrey Powell,B.Tech,2022,oliverthomas@gmail.com
S00322,Angela Wilson,B.Tech,2022,longjim@gmail.com
S00323,Toni Elliott,B.Tech,2022,sparker@gmail.com
S00324,Larry Sherman,B.Tech,2022,jacksonapril@gmail.com
S00325,Steven Stanley,B.Tech,2022,jonesstacy@gmail.com
S00326,David Alvarez,B.Tech,2022,amanda19@gmail.com
S00327,Cody Fletcher,B.Tech,2022,butlerelizabeth@gmail.com
S00328,John Hernandez,B.Tech,2022,rachael71@gmail.com
S00329,Philip Terrell,B.Tech,2022,murrayryan@gmail.com
S00330,Diane Chambers,B.Tech,2022,michael89@gmail.com
S00331,Thomas Thomas,B.Tech,2022,piercejessica@gmail.com
S00332,Jessica Hayes,B.Tech,2022,jenniferwallace@gmail.com
S00333,Kerry Sanchez,B.Tech,2022,stephanie01@gmail.com
S00334,David Martin,B.Tech,2022,robert73@gmail.com
S00335,Matthew Bell,B.Tech,2022,russell26@gmail.com
S00336,Gregory Campbell,B.Tech,2022,scottwanda@gmail.com
S00337,Daisy Turner,B.Tech,2022,bkelly@gmail.com
S00338,Maria Jones,B.Tech,2022,ericascott@gmail.com
S00339,Thomas Nielsen,B.Tech,2022,danielle49@gmail.com
S00340,Alan Johnson,B.Tech,2022,christinemontes@gmail.com
S00341,David Richardson,B.Tech,2022,adamsbrittney@gmail.com
S00342,Tonya Foster,B.Tech,2022,fhancock@gmail.com
S00343,Pamela Thomas,B.Tech,2022,howard82@gmail.com
S00344,Kathryn Warren,B.Tech,2022,ryan72@gmail.com
S00345,Mr. Robert Harvey,B.Tech,2022,jacquelinecampbell@gmail.com
S00346,Leah Moore,B.Tech,2022,maureen97@gmail.com
S00347,Steven Fox,B.Tech,2022,heathermiller@gmail.com
S00348,Virginia Phillips,B.Tech,2022,laurarichards@gmail.com
S00349,Jeanette Fox,B.Tech,2022,eric72@gmail.com
S00350,Kevin Johnson,B.Tech,2022,mcannon@gmail.com
S00351,Austin Williams,B.Tech,2022,griffinmicheal@gmail.com
S00352,Donald Silva,B.Tech,2022,eortiz@gmail.com
S00353,John Oneill,B.Tech,2022,marcreeves@gmail.com
S00354,Rebecca Coleman,B.Tech,2022,keyedward@gmail.com
S00355,Jesus Haas,B.Tech,2022,elizabeth04@gmail.com
S00356,William Rodriguez,B.Tech,2022,snydermichael@gmail.com
S00357,Samantha Lawson,B.Tech,2022,thompsongregory@gmail.com
S00358,Richard Patterson,B.Tech,2022,tyler81@gmail.com
S00359,Jessica Brown,B.Tech,2022,williamsapril@gmail.com
S00360,Donna Moon,B.Tech,2022,haneyjuan@gmail.com
S00361,Ryan Hicks,B.Tech,2022,david11@gmail.com
S00362,Natalie Mason,B.Tech,2022,pmurillo@gmail.com
S00363,Emily Grimes,B.Tech,2022,monica53@gmail.com
S00364,Colleen Harrison,B.Tech,2022,ronaldwilliams@gmail.com
S00365,Michael Walton,B.Tech,2022,eric67@gmail.com
S00366,Lauren Rice,B.Tech,2022,cynthiafernandez@gmail.com
S00367,Christopher Whitaker,B.Tech,2022,juliemercer@gmail.com
S00368,Kevin Long,B.Tech,2022,andrewskurt@gmail.com
S00369,Richard Jones,B.Tech,2022,wayne91@gmail.com
S00370,Maria Wheeler,B.Tech,2022,gregory76@gmail.com
S00371,Pamela Clay,B.Tech,2022,rblake@gmail.com
S00372,Carol Johnson,B.Tech,2022,haley60@gmail.com
S00373,Katherine Brown,B.Tech,2022,jhodges@gmail.com
S00374,Michelle Swanson,B.Tech,2022,dcastillo@gmail.com
S00375,Dawn Jones,B.Tech,2022,brenda46@gmail.com
S00376,Ashley Larson,B.Tech,2022,larnold@gmail.com
S00377,Jill Silva,B.Tech,2022,darinblanchard@gmail.com
S00378,Mitchell Jackson,B.Tech,2022,jenniferholloway@gmail.com
S00379,Roger Johnson,B.Tech,2022,gregorynguyen@gmail.com
S00380,Sandra Cruz,B.Tech,2022,luismartin@gmail.com
S00381,Christopher Ryan,B.Tech,2022,alyssakelly@gmail.com
S00382,Olivia Williams,B.Tech,2022,chill@gmail.com
S00383,Susan Austin,B.Tech,2022,ruizmichelle@gmail.com
S00384,Amy Barnes,B.Tech,2022,martinchad@gmail.com
S00385,Mr. Michael Washington,B.Tech,2022,ramosfelicia@gmail.com
S00386,Gerald Wise,B.Tech,2022,rickybrown@gmail.com
S00387,Tara Miller,B.Tech,2022,srogers@gmail.com
S00388,Jonathan Campbell,B.Tech,2022,mortonmartin@gmail.com
S00389,Sara Mckinney DDS,B.Tech,2022,christopherweber@gmail.com
S00390,David Adams,B.Tech,2022,garciadaniel@gmail.com
S00391,Misty Grant,B.Tech,2022,kanthony@gmail.com
S00392,Steven Adams,B.Tech,2022,hoffmanbarbara@gmail.com
S00393,Lynn Knight,B.Tech,2022,jamesmartin@gmail.com
S00394,Leah Shepherd,B.Tech,2022,kaitlyntorres@gmail.com
S00395,Travis Olson,B.Tech,2022,thomaschen@gmail.com
S00396,Cristina Vasquez,B.Tech,2022,jasonsmith@gmail.com
S00397,Laurie Wiley DDS,B.Tech,2022,qkim@gmail.com
S00398,Christopher Morgan,B.Tech,2022,michael08@gmail.com
S00399,Joshua Elliott,B.Tech,2022,garrett37@gmail.com
S00400,Jacob Stein,B.Tech,2022,nathan90@gmail.com
S00401,Alicia Potter,B.Tech,2022,tricia21@gmail.com
S00402,Megan Mason,B.Tech,2022,pateldavid@gmail.com
S00403,Edward Love,B.Tech,2022,david42@gmail.com
S00404,Stephanie Washington,B.Tech,2022,kelsey96@gmail.com
S00405,Alexandria Evans,B.Tech,2022,tiffanypatterson@gmail.com
S00406,Paul Martin,B.Tech,2022,rwilliams@gmail.com
S00407,Mark Fox,B.Tech,2022,elaine65@gmail.com
S00408,Diana Young,B.Tech,2022,anthony74@gmail.com
S00409,Antonio Knight,B.Tech,2022,victoria87@gmail.com
S00410,Isaac Cameron,B.Tech,2022,markpayne@gmail.com
S00411,Melanie Anderson,B.Tech,2022,tamarajohnson@gmail.com
S00412,John Nichols,B.Tech,2022,jamesanderson@gmail.com
S00413,Connie Davis,B.Tech,2022,jfrost@gmail.com
S00414,Jessica Carpenter,B.Tech,2022,cartersarah@gmail.com
S00415,Andrew Garcia,B.Tech,2022,davidnichols@gmail.com
S00416,Anthony Brady,B.Tech,2022,jlarson@gmail.com
S00417,Angela Lee,B.Tech,2022,wardmargaret@gmail.com
S00418,Katie Christian,B.Tech,2022,thomas95@gmail.com
S00419,Nicholas Haley,B.Tech,2022,nowens@gmail.com
S00420,Charles Solis,B.Tech,2022,heather72@gmail.com
S00421,Theresa Pham,B.Tech,2022,fyoder@gmail.com
